# This file includes the efficiency of the whole farm by wind direction.
# Wind direction angle	Farm efficiency
0.000000	40.406826
1.000000	42.244368
2.000000	46.938724
3.000000	52.603589
4.000000	58.714111
5.000000	65.353458
6.000000	71.777535
7.000000	77.208567
8.000000	81.445548
9.000000	84.305091
10.000000	85.888253
11.000000	86.230909
12.000000	86.406365
13.000000	86.084750
14.000000	83.606531
15.000000	84.199478
16.000000	86.317720
17.000000	84.881300
18.000000	80.028277
19.000000	77.144572
20.000000	80.174336
21.000000	85.024259
22.000000	86.866757
23.000000	86.957214
24.000000	85.413400
25.000000	81.208164
26.000000	74.933822
27.000000	69.197471
28.000000	67.887039
29.000000	72.050160
30.000000	78.599441
31.000000	84.043943
32.000000	87.017258
33.000000	87.717756
34.000000	85.973160
35.000000	82.565944
36.000000	82.456948
37.000000	86.164368
38.000000	87.957680
39.000000	87.741687
40.000000	88.176775
41.000000	87.408356
42.000000	84.872593
43.000000	80.407661
44.000000	74.612811
45.000000	68.122987
46.000000	61.856835
47.000000	56.722265
48.000000	54.377018
49.000000	56.213230
50.000000	61.108483
51.000000	67.288901
52.000000	73.902834
53.000000	79.971633
54.000000	84.727257
55.000000	87.635861
56.000000	88.803660
57.000000	88.629259
58.000000	88.857195
59.000000	87.514805
60.000000	83.858871
61.000000	83.408732
62.000000	86.638791
63.000000	88.876003
64.000000	88.456576
65.000000	85.805598
66.000000	80.310679
67.000000	73.942165
68.000000	69.818814
69.000000	70.372700
70.000000	75.253503
71.000000	81.722151
72.000000	86.716730
73.000000	88.609132
74.000000	88.891822
75.000000	87.494552
76.000000	82.657775
77.000000	79.615643
78.000000	81.560124
79.000000	86.345164
80.000000	88.646496
81.000000	86.996485
82.000000	86.563016
83.000000	88.353318
84.000000	88.948077
85.000000	88.726670
86.000000	88.495956
87.000000	87.038675
88.000000	84.264164
89.000000	79.789221
90.000000	73.510256
91.000000	66.800376
92.000000	60.321673
93.000000	54.597016
94.000000	49.195630
95.000000	44.950597
96.000000	43.028391
97.000000	44.553191
98.000000	48.589298
99.000000	53.905774
100.000000	59.566482
101.000000	66.000366
102.000000	72.695232
103.000000	78.968730
104.000000	83.496922
105.000000	86.365709
106.000000	87.906818
107.000000	88.214629
108.000000	88.499751
109.000000	87.134914
110.000000	86.422954
111.000000	87.854144
112.000000	86.414240
113.000000	81.968657
114.000000	80.326087
115.000000	83.782053
116.000000	87.404405
117.000000	87.914757
118.000000	86.156862
119.000000	81.528474
120.000000	75.142160
121.000000	70.877623
122.000000	71.899933
123.000000	77.398650
124.000000	83.399089
125.000000	86.886045
126.000000	87.413597
127.000000	84.982467
128.000000	83.910115
129.000000	86.205430
130.000000	87.709713
131.000000	87.374762
132.000000	86.004651
133.000000	82.635164
134.000000	77.442736
135.000000	71.105059
136.000000	64.421032
137.000000	58.718668
138.000000	56.221093
139.000000	58.682258
140.000000	64.367401
141.000000	70.981447
142.000000	77.176413
143.000000	82.287586
144.000000	85.539638
145.000000	86.650079
146.000000	86.871963
147.000000	85.361210
148.000000	82.849736
149.000000	83.883234
150.000000	86.196479
151.000000	85.711449
152.000000	82.259599
153.000000	76.475532
154.000000	70.511529
155.000000	69.213304
156.000000	73.870437
157.000000	80.179420
158.000000	84.476606
159.000000	86.165061
160.000000	85.424050
161.000000	81.978193
162.000000	78.039879
163.000000	79.794914
164.000000	84.355878
165.000000	85.584723
166.000000	83.680945
167.000000	84.354045
168.000000	86.058732
169.000000	85.779534
170.000000	85.547624
171.000000	83.965112
172.000000	81.194380
173.000000	77.035169
174.000000	71.688603
175.000000	65.360919
176.000000	58.732812
177.000000	52.620049
178.000000	46.953182
179.000000	42.250568
180.000000	40.406856
181.000000	42.237933
182.000000	46.935444
183.000000	52.602280
