# This file includes the efficiency of the whole farm by wind direction.
# Wind direction angle	Farm efficiency
184.000000	58.714072
185.000000	65.353434
186.000000	71.777458
187.000000	77.207223
188.000000	81.442529
189.000000	84.301750
190.000000	85.886516
191.000000	86.229758
192.000000	86.406908
193.000000	86.084970
194.000000	83.605831
195.000000	84.199431
196.000000	86.318160
197.000000	84.882195
198.000000	80.028589
199.000000	77.144530
200.000000	80.174094
201.000000	85.024220
202.000000	86.868008
203.000000	86.954502
204.000000	85.411430
205.000000	81.207314
206.000000	74.932657
207.000000	69.196381
208.000000	67.887599
209.000000	72.051694
210.000000	78.602302
211.000000	84.047523
212.000000	87.018146
213.000000	87.724031
214.000000	85.975437
215.000000	82.567169
216.000000	82.460409
217.000000	86.167870
218.000000	87.954557
219.000000	87.738650
220.000000	88.180311
221.000000	87.403639
222.000000	84.855101
223.000000	80.396844
224.000000	74.608881
225.000000	68.121368
226.000000	61.853685
227.000000	56.717174
228.000000	54.376538
229.000000	56.218681
230.000000	61.112289
231.000000	67.290759
232.000000	73.904594
233.000000	79.978692
234.000000	84.744545
235.000000	87.654497
236.000000	88.820413
237.000000	88.628282
238.000000	88.844510
239.000000	87.507694
240.000000	83.857207
241.000000	83.414104
242.000000	86.642039
243.000000	88.886388
244.000000	88.435321
245.000000	85.789422
246.000000	80.306419
247.000000	73.937197
248.000000	69.821738
249.000000	70.383462
250.000000	75.259517
251.000000	81.726843
252.000000	86.733111
253.000000	88.629643
254.000000	88.876758
255.000000	87.484213
256.000000	82.653613
257.000000	79.614865
258.000000	81.564180
259.000000	86.350213
260.000000	88.650590
261.000000	87.001277
262.000000	86.551098
263.000000	88.352234
264.000000	88.949361
265.000000	88.721952
266.000000	88.488714
267.000000	87.034880
268.000000	84.264971
269.000000	79.790651
270.000000	73.510526
271.000000	66.800871
272.000000	60.322649
273.000000	54.599338
274.000000	49.199668
275.000000	44.950666
276.000000	43.028420
277.000000	44.553382
278.000000	48.591965
279.000000	53.905638
280.000000	59.565463
281.000000	65.999811
282.000000	72.694941
283.000000	78.964823
284.000000	83.492972
285.000000	86.365075
286.000000	87.900365
287.000000	88.212337
288.000000	88.499483
289.000000	87.133288
290.000000	86.417719
291.000000	87.856576
292.000000	86.418404
293.000000	81.970806
294.000000	80.325414
295.000000	83.779438
296.000000	87.396242
297.000000	87.917944
298.000000	86.168985
299.000000	81.531918
300.000000	75.145172
301.000000	70.879071
302.000000	71.897433
303.000000	77.396229
304.000000	83.390793
305.000000	86.870480
306.000000	87.412107
307.000000	84.979420
308.000000	83.909088
309.000000	86.203195
310.000000	87.700940
311.000000	87.389771
312.000000	86.029429
313.000000	82.651187
314.000000	77.453239
315.000000	71.109309
316.000000	64.427486
317.000000	58.727065
318.000000	56.221079
319.000000	58.674217
320.000000	64.361515
321.000000	70.978113
322.000000	77.170754
323.000000	82.270151
324.000000	85.528350
325.000000	86.640428
326.000000	86.865133
327.000000	85.357998
328.000000	82.850486
329.000000	83.889625
330.000000	86.205971
331.000000	85.720633
332.000000	82.268049
333.000000	76.479903
334.000000	70.515129
335.000000	69.211389
336.000000	73.866990
337.000000	80.174669
338.000000	84.469425
339.000000	86.161024
340.000000	85.425189
341.000000	81.979609
342.000000	78.040149
343.000000	79.794362
344.000000	84.355456
345.000000	85.584728
346.000000	83.679763
347.000000	84.354122
348.000000	86.058446
349.000000	85.779309
350.000000	85.547409
351.000000	83.964125
352.000000	81.192713
353.000000	77.035732
354.000000	71.689092
355.000000	65.360970
356.000000	58.732856
357.000000	52.621318
358.000000	46.955940
359.000000	42.255528
